12635,ff-Adlm-SN-x-icu,11,10,i,True,-1,,,ff-Adlm-SN,,153.14.37
12636,ff-Latn-x-icu,11,10,i,True,-1,,,ff-Latn,,153.14
12637,ff-Latn-BF-x-icu,11,10,i,True,-1,,,ff-Latn-BF,,153.14
12638,ff-Latn-CM-x-icu,11,10,i,True,-1,,,ff-Latn-CM,,153.14
12639,ff-Latn-GH-x-icu,11,10,i,True,-1,,,ff-Latn-GH,,153.14
12640,ff-Latn-GM-x-icu,11,10,i,True,-1,,,ff-Latn-GM,,153.14
12641,ff-Latn-GN-x-icu,11,10,i,True,-1,,,ff-Latn-GN,,153.14
12642,ff-Latn-GW-x-icu,11,10,i,True,-1,,,ff-Latn-GW,,153.14
12643,ff-Latn-LR-x-icu,11,10,i,True,-1,,,ff-Latn-LR,,153.14
12644,ff-Latn-MR-x-icu,11,10,i,True,-1,,,ff-Latn-MR,,153.14
12645,ff-Latn-NE-x-icu,11,10,i,True,-1,,,ff-Latn-NE,,153.14
12646,ff-Latn-NG-x-icu,11,10,i,True,-1,,,ff-Latn-NG,,153.14
12647,ff-Latn-SL-x-icu,11,10,i,True,-1,,,ff-Latn-SL,,153.14
12648,ff-Latn-SN-x-icu,11,10,i,True,-1,,,ff-Latn-SN,,153.14
12649,fi-x-icu,11,10,i,True,-1,,,fi,,153.14.37
12650,fi-FI-x-icu,11,10,i,True,-1,,,fi-FI,,153.14.37
12651,fil-x-icu,11,10,i,True,-1,,,fil,,153.14.37
12652,fil-PH-x-icu,11,10,i,True,-1,,,fil-PH,,153.14.37
12653,fo-x-icu,11,10,i,True,-1,,,fo,,153.14.37
12654,fo-DK-x-icu,11,10,i,True,-1,,,fo-DK,,153.14.37
12655,fo-FO-x-icu,11,10,i,True,-1,,,fo-FO,,153.14.37
12656,fr-x-icu,11,10,i,True,-1,,,fr,,153.14
12657,fr-BE-x-icu,11,10,i,True,-1,,,fr-BE,,153.14
12658,fr-BF-x-icu,11,10,i,True,-1,,,fr-BF,,153.14
12659,fr-BI-x-icu,11,10,i,True,-1,,,fr-BI,,153.14
12660,fr-BJ-x-icu,11,10,i,True,-1,,,fr-BJ,,153.14
12661,fr-BL-x-icu,11,10,i,True,-1,,,fr-BL,,153.14
12662,fr-CA-x-icu,11,10,i,True,-1,,,fr-CA,,153.14.37
12663,fr-CD-x-icu,11,10,i,True,-1,,,fr-CD,,153.14
12664,fr-CF-x-icu,11,10,i,True,-1,,,fr-CF,,153.14
12665,fr-CG-x-icu,11,10,i,True,-1,,,fr-CG,,153.14
12666,fr-CH-x-icu,11,10,i,True,-1,,,fr-CH,,153.14
12667,fr-CI-x-icu,11,10,i,True,-1,,,fr-CI,,153.14
12668,fr-CM-x-icu,11,10,i,True,-1,,,fr-CM,,153.14
12669,fr-DJ-x-icu,11,10,i,True,-1,,,fr-DJ,,153.14
12670,fr-DZ-x-icu,11,10,i,True,-1,,,fr-DZ,,153.14
12671,fr-FR-x-icu,11,10,i,True,-1,,,fr-FR,,153.14
12672,fr-GA-x-icu,11,10,i,True,-1,,,fr-GA,,153.14
12673,fr-GF-x-icu,11,10,i,True,-1,,,fr-GF,,153.14
12674,fr-GN-x-icu,11,10,i,True,-1,,,fr-GN,,153.14
12675,fr-GP-x-icu,11,10,i,True,-1,,,fr-GP,,153.14
12676,fr-GQ-x-icu,11,10,i,True,-1,,,fr-GQ,,153.14
12677,fr-HT-x-icu,11,10,i,True,-1,,,fr-HT,,153.14
12678,fr-KM-x-icu,11,10,i,True,-1,,,fr-KM,,153.14
12679,fr-LU-x-icu,11,10,i,True,-1,,,fr-LU,,153.14
12680,fr-MA-x-icu,11,10,i,True,-1,,,fr-MA,,153.14
12681,fr-MC-x-icu,11,10,i,True,-1,,,fr-MC,,153.14
12682,fr-MF-x-icu,11,10,i,True,-1,,,fr-MF,,153.14
12683,fr-MG-x-icu,11,10,i,True,-1,,,fr-MG,,153.14
12684,fr-ML-x-icu,11,10,i,True,-1,,,fr-ML,,153.14
12685,fr-MQ-x-icu,11,10,i,True,-1,,,fr-MQ,,153.14
12686,fr-MR-x-icu,11,10,i,True,-1,,,fr-MR,,153.14
12687,fr-MU-x-icu,11,10,i,True,-1,,,fr-MU,,153.14
12688,fr-NC-x-icu,11,10,i,True,-1,,,fr-NC,,153.14
12689,fr-NE-x-icu,11,10,i,True,-1,,,fr-NE,,153.14
12690,fr-PF-x-icu,11,10,i,True,-1,,,fr-PF,,153.14
12691,fr-PM-x-icu,11,10,i,True,-1,,,fr-PM,,153.14
12692,fr-RE-x-icu,11,10,i,True,-1,,,fr-RE,,153.14
12693,fr-RW-x-icu,11,10,i,True,-1,,,fr-RW,,153.14
12694,fr-SC-x-icu,11,10,i,True,-1,,,fr-SC,,153.14
12695,fr-SN-x-icu,11,10,i,True,-1,,,fr-SN,,153.14
12696,fr-SY-x-icu,11,10,i,True,-1,,,fr-SY,,153.14
12697,fr-TD-x-icu,11,10,i,True,-1,,,fr-TD,,153.14
12698,fr-TG-x-icu,11,10,i,True,-1,,,fr-TG,,153.14
12699,fr-TN-x-icu,11,10,i,True,-1,,,fr-TN,,153.14
12700,fr-VU-x-icu,11,10,i,True,-1,,,fr-VU,,153.14
12701,fr-WF-x-icu,11,10,i,True,-1,,,fr-WF,,153.14
12702,fr-YT-x-icu,11,10,i,True,-1,,,fr-YT,,153.14
12703,fur-x-icu,11,10,i,True,-1,,,fur,,153.14
12704,fur-IT-x-icu,11,10,i,True,-1,,,fur-IT,,153.14
12705,fy-x-icu,11,10,i,True,-1,,,fy,,153.14
12706,fy-NL-x-icu,11,10,i,True,-1,,,fy-NL,,153.14
12707,ga-x-icu,11,10,i,True,-1,,,ga,,153.14
12708,ga-GB-x-icu,11,10,i,True,-1,,,ga-GB,,153.14
